"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"sqlservr","0","755","42424717312","131620864","523436032","140072",,,,,,,,,,"Process",,,"8",,,,,"5996",".",,,,"140072","140072","523436032","523436032","534552","534552","846540800","846540800","482328576","482328576","42491797504","-457875456",,,"523436032","523436032","sqlservr",,"0",,"System.Diagnostics.ProcessThreadCollection","755","42424717312","-524955648","False",,,,"131620864","131620864",,,,,,"0","","True",,
"sqlwriter","0","140","4373778432","7319552","2113536","9712",,,,,,,,,,"Process",,,"8",,,,,"4428",".",,,,"9712","9712","2113536","2113536","83056","83056","3121152","3121152","8417280","8417280","4388458496","93491200",,,"2113536","2113536","sqlwriter",,"0",,"System.Diagnostics.ProcessThreadCollection","140","4373778432","78811136","False",,,,"7319552","7319552",,,,,,"0","","True",,
"StartMenuExperienceHost","5","867","2203863474176","89264128","49647616","39344","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","""C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca",,,"43.203125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5864","8",,"False","2021/06/13 23:15:29",,"5796",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39344","39344","49647616","49647616","1393912","1393912","55529472","55529472","122253312","122253312","2203977945088","659722240","True","Normal","49647616","49647616","StartMenuExperienceHost","255","5",,"System.Diagnostics.ProcessThreadCollection","867","2203863474176","545251328","False",,,,"89264128","89264128",,"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","00:00:12.7343750","00:00:43.2031250","00:00:30.4687500","0","","True",,
"SunloginClient","0","448","4462862336","46837760","43266048","34704",,,,,,,,,,"Process",,,"8",,,,,"5024",".",,,,"34704","34704","43266048","43266048","239600","239600","43634688","43634688","50475008","50475008","4467060736","172093440",,,"43266048","43266048","SunloginClient",,"0",,"System.Diagnostics.ProcessThreadCollection","448","4462862336","167895040","False",,,,"46837760","46837760",,,,,,"0","","True",,
"SunloginClient","0","194","4430225408","43364352","40464384","12320",,,,,,,,,,"Process",,,"8",,,,,"7580",".",,,,"12320","12320","40464384","40464384","195768","195768","40562688","40562688","46522368","46522368","4433371136","138403840",,,"40464384","40464384","SunloginClient",,"0",,"System.Diagnostics.ProcessThreadCollection","194","4430225408","135258112","False",,,,"43364352","43364352",,,,,,"0","","True",,
"Surfshark.Service","0","664","4983316480","45305856","60096512","38440",,,,,,,,,,"Process",,,"8",,,,,"5004",".",,,,"38440","38440","60096512","60096512","441336","441336","61808640","61808640","66260992","66260992","5008543744","713576448",,,"60096512","60096512","Surfshark.Service",,"0",,"System.Diagnostics.ProcessThreadCollection","664","4983316480","688349184","False",,,,"45305856","45305856",,,,,,"0","","True",,
"Surfshark.ShadowsocksService","0","443","208216064","32468992","27328512","34552",,,,,,,,,,"Process",,,"8",,,,,"5012",".",,,,"34552","34552","27328512","27328512","344448","344448","32776192","32776192","44847104","44847104","233644032","233644032",,,"27328512","27328512","Surfshark.ShadowsocksService",,"0",,"System.Diagnostics.ProcessThreadCollection","443","208216064","208216064","False",,,,"32468992","32468992",,,,,,"0","","True",,
"svchost","0","122","2203413819392","8613888","1814528","8968",,,,,,,,,,"Process",,,"8",,,,,"432",".",,,,"8968","8968","1814528","1814528","76968","76968","3067904","3067904","8720384","8720384","2203415437312","97214464",,,"1814528","1814528","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","122","2203413819392","95596544","False",,,,"8613888","8613888",,,,,,"0","","True",,
"svchost","0","1787","2203498270720","38174720","18616320","29760",,,,,,,,,,"Process",,,"8",,,,,"720",".",,,,"29760","29760","18616320","18616320","872704","872704","21098496","21098496","41656320","41656320","2203532144640","213921792",,,"18616320","18616320","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1787","2203498270720","180047872","False",,,,"38174720","38174720",,,,,,"0","","True",,
"svchost","0","127","2203390545920","6320128","2281472","8680",,,,,,,,,,"Process",,,"8",,,,,"724",".",,,,"8680","8680","2281472","2281472","66440","66440","2990080","2990080","6729728","6729728","2203395944448","77721600",,,"2281472","2281472","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","127","2203390545920","72323072","False",,,,"6320128","6320128",,,,,,"0","","True",,
"svchost","0","100","2203385229312","5615616","1228800","7064",,,,,,,,,,"Process",,,"8",,,,,"1132",".",,,,"7064","7064","1228800","1228800","57912","57912","1425408","1425408","6189056","6189056","2203387850752","69627904",,,"1228800","1228800","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","100","2203385229312","67006464","False",,,,"5615616","5615616",,,,,,"0","","True",,
"svchost","0","1720","2203436810240","21229568","17035264","20848",,,,,,,,,,"Process",,,"8",,,,,"1136",".",,,,"20848","20848","17035264","17035264","254392","254392","17260544","17260544","23089152","23089152","2203508015104","189792256",,,"17035264","17035264","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1720","2203436810240","118587392","False",,,,"21229568","21229568",,,,,,"0","","True",,
"svchost","0","439","2203404673024","11161600","3751936","12088",,,,,,,,,,"Process",,,"8",,,,,"1188",".",,,,"12088","12088","3751936","3751936","128576","128576","24801280","24801280","12042240","12042240","2203430363136","112140288",,,"3751936","3751936","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","439","2203404673024","86450176","False",,,,"11161600","11161600",,,,,,"0","","True",,
"svchost","0","397","2203422134272","10379264","3899392","15016",,,,,,,,,,"Process",,,"8",,,,,"1356",".",,,,"15016","15016","3899392","3899392","125912","125912","4481024","4481024","14536704","14536704","2203444486144","126263296",,,"3899392","3899392","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","397","2203422134272","103911424","False",,,,"10379264","10379264",,,,,,"0","","True",,
"svchost","0","172","2203393208320","6807552","1916928","13464",,,,,,,,,,"Process",,,"8",,,,,"1396",".",,,,"13464","13464","1916928","1916928","74312","74312","2240512","2240512","8388608","8388608","2203396878336","78655488",,,"1916928","1916928","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","172","2203393208320","74985472","False",,,,"6807552","6807552",,,,,,"0","","True",,
"svchost","0","170","2203400704000","10428416","2039808","10288",,,,,,,,,,"Process",,,"8",,,,,"1412",".",,,,"10288","10288","2039808","2039808","82152","82152","2789376","2789376","12177408","12177408","2203405422592","87199744",,,"2039808","2039808","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","170","2203400704000","82481152","False",,,,"10428416","10428416",,,,,,"0","","True",,
"svchost","0","277","2203410526208","10375168","3084288","20088",,,,,,,,,,"Process",,,"8",,,,,"1420",".",,,,"20088","20088","3084288","3084288","104048","104048","3227648","3227648","11862016","11862016","2203414290432","96067584",,,"3084288","3084288","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","277","2203410526208","92303360","False",,,,"10375168","10375168",,,,,,"0","","True",,
"svchost","0","259","2203402268672","9891840","2748416","13320",,,,,,,,,,"Process",,,"8",,,,,"1560",".",,,,"13320","13320","2748416","2748416","101040","101040","3063808","3063808","11051008","11051008","2203407491072","89268224",,,"2748416","2748416","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","259","2203402268672","84045824","False",,,,"9891840","9891840",,,,,,"0","","True",,
"svchost","0","579","2203402428416","12091392","2629632","9512",,,,,,,,,,"Process",,,"8",,,,,"1568",".",,,,"9512","9512","2629632","2629632","154816","154816","2895872","2895872","12414976","12414976","2203405049856","86827008",,,"2629632","2629632","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","579","2203402428416","84205568","False",,,,"12091392","12091392",,,,,,"0","","True",,
"svchost","0","469","2203431211008","16297984","16588800","14592",,,,,,,,,,"Process",,,"8",,,,,"1616",".",,,,"14592","14592","16588800","16588800","85816","85816","20328448","20328448","23392256","23392256","2203475382272","157159424",,,"16588800","16588800","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","469","2203431211008","112988160","False",,,,"16297984","16297984",,,,,,"0","","True",,
"svchost","0","478","2203401474048","7778304","3387392","12992",,,,,,,,,,"Process",,,"8",,,,,"1708",".",,,,"12992","12992","3387392","3387392","87160","87160","3829760","3829760","9826304","9826304","2203411435520","93212672",,,"3387392","3387392","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","478","2203401474048","83251200","False",,,,"7778304","7778304",,,,,,"0","","True",,
"svchost","0","146","2203397885952","6266880","1773568","12704",,,,,,,,,,"Process",,,"8",,,,,"1732",".",,,,"12704","12704","1773568","1773568","75784","75784","1908736","1908736","6856704","6856704","2203400507392","82284544",,,"1773568","1773568","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","146","2203397885952","79663104","False",,,,"6266880","6266880",,,,,,"0","","True",,
"svchost","0","231","2203398647808","7512064","2478080","19096",,,,,,,,,,"Process",,,"8",,,,,"1764",".",,,,"19096","19096","2478080","2478080","89648","89648","2785280","2785280","8257536","8257536","2203403366400","85143552",,,"2478080","2478080","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","231","2203398647808","80424960","False",,,,"7512064","7512064",,,,,,"0","","True",,
"svchost","0","199","2203394326528","7483392","2023424","9504",,,,,,,,,,"Process",,,"8",,,,,"1796",".",,,,"9504","9504","2023424","2023424","74016","74016","2129920","2129920","8540160","8540160","2203401445376","83222528",,,"2023424","2023424","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","199","2203394326528","76103680","False",,,,"7483392","7483392",,,,,,"0","","True",,
"svchost","0","166","2203395551232","7303168","7151616","33696",,,,,,,,,,"Process",,,"8",,,,,"1956",".",,,,"33696","33696","7151616","7151616","57576","57576","7389184","7389184","11276288","11276288","2203399286784","81063936",,,"7151616","7151616","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","166","2203395551232","77328384","False",,,,"7303168","7303168",,,,,,"0","","True",,
"svchost","0","354","2203395911680","7888896","3362816","10624",,,,,,,,,,"Process",,,"8",,,,,"2040",".",,,,"10624","10624","3362816","3362816","81032","81032","4321280","4321280","8708096","8708096","2203405889536","87666688",,,"3362816","3362816","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","354","2203395911680","77688832","False",,,,"7888896","7888896",,,,,,"0","","True",,
"svchost","0","413","2203429236736","12959744","6348800","18168",,,,,,,,,,"Process",,,"8",,,,,"2168",".",,,,"18168","18168","6348800","6348800","110320","110320","10559488","10559488","14446592","14446592","2203458142208","139919360",,,"6348800","6348800","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","413","2203429236736","111013888","False",,,,"12959744","12959744",,,,,,"0","","True",,
"svchost","0","428","2203430645760","16769024","8269824","18536",,,,,,,,,,"Process",,,"8",,,,,"2212",".",,,,"18536","18536","8269824","8269824","301088","301088","8642560","8642560","17141760","17141760","2203459604480","141381632",,,"8269824","8269824","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","428","2203430645760","112422912","False",,,,"16769024","16769024",,,,,,"0","","True",,
"svchost","0","262","2203507224576","14172160","63602688","18896",,,,,,,,,,"Process",,,"8",,,,,"2296",".",,,,"18896","18896","63602688","63602688","160688","160688","63737856","63737856","54743040","54743040","2203509321728","191098880",,,"63602688","63602688","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","262","2203507224576","189001728","False",,,,"14172160","14172160",,,,,,"0","","True",,
"svchost","0","233","2207728492544","13996032","3244032","12432",,,,,,,,,,"Process",,,"8",,,,,"2304",".",,,,"12432","12432","3244032","3244032","108152","108152","25817088","25817088","35876864","35876864","2207740915712","127725568",,,"3244032","3244032","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","233","2207728492544","115302400","False",,,,"13996032","13996032",,,,,,"0","","True",,
"svchost","0","309","2203391119360","5885952","1429504","7608",,,,,,,,,,"Process",,,"8",,,,,"2320",".",,,,"7608","7608","1429504","1429504","73688","73688","1449984","1449984","6197248","6197248","2203392176128","73953280",,,"1429504","1429504","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","309","2203391119360","72896512","False",,,,"5885952","5885952",,,,,,"0","","True",,
"svchost","0","173","2203396063232","6778880","2015232","9296",,,,,,,,,,"Process",,,"8",,,,,"2336",".",,,,"9296","9296","2015232","2015232","73456","73456","2359296","2359296","8179712","8179712","2203400781824","82558976",,,"2015232","2015232","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","173","2203396063232","77840384","False",,,,"6778880","6778880",,,,,,"0","","True",,
"svchost","0","361","2203424112640","14684160","3375104","15200",,,,,,,,,,"Process",,,"8",,,,,"2352",".",,,,"15200","15200","3375104","3375104","149608","149608","3973120","3973120","16330752","16330752","2203432267776","114044928",,,"3375104","3375104","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","361","2203424112640","105889792","False",,,,"14684160","14684160",,,,,,"0","","True",,
"svchost","0","162","2203393748992","6483968","1798144","8832",,,,,,,,,,"Process",,,"8",,,,,"2364",".",,,,"8832","8832","1798144","1798144","72136","72136","2154496","2154496","7335936","7335936","2203399516160","81293312",,,"1798144","1798144","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","162","2203393748992","75526144","False",,,,"6483968","6483968",,,,,,"0","","True",,
"svchost","0","477","2203453407232","21823488","6344704","26424",,,,,,,,,,"Process",,,"8",,,,,"2404",".",,,,"26424","26424","6344704","6344704","193528","193528","7012352","7012352","23289856","23289856","2203462320128","144097280",,,"6344704","6344704","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","477","2203453407232","135184384","False",,,,"21823488","21823488",,,,,,"0","","True",,
"svchost","0","212","2203406282752","12140544","3112960","12688",,,,,,,,,,"Process",,,"8",,,,,"2532",".",,,,"12688","12688","3112960","3112960","106136","106136","3784704","3784704","12627968","12627968","2203415207936","96985088",,,"3112960","3112960","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","212","2203406282752","88059904","False",,,,"12140544","12140544",,,,,,"0","","True",,
"svchost","0","381","2203426254848","10788864","6004736","17256",,,,,,,,,,"Process",,,"8",,,,,"2552",".",,,,"17256","17256","6004736","6004736","89016","89016","7897088","7897088","12951552","12951552","2203429957632","111734784",,,"6004736","6004736","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","381","2203426254848","108032000","False",,,,"10788864","10788864",,,,,,"0","","True",,
"svchost","0","476","2203403579392","9850880","3821568","12880",,,,,,,,,,"Process",,,"8",,,,,"2580",".",,,,"12880","12880","3821568","3821568","101504","101504","5234688","5234688","10805248","10805248","2203421437952","103215104",,,"3821568","3821568","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","476","2203403579392","85356544","False",,,,"9850880","9850880",,,,,,"0","","True",,
"svchost","0","225","2203402850304","8814592","2367488","14776",,,,,,,,,,"Process",,,"8",,,,,"2736",".",,,,"14776","14776","2367488","2367488","87992","87992","3031040","3031040","10211328","10211328","2203407597568","89374720",,,"2367488","2367488","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","225","2203402850304","84627456","False",,,,"8814592","8814592",,,,,,"0","","True",,
"svchost","0","172","2203457593344","13983744","3407872","11264",,,,,,,,,,"Process",,,"8",,,,,"2764",".",,,,"11264","11264","3407872","3407872","133952","133952","18354176","18354176","51920896","51920896","2203921772544","603549696",,,"3407872","3407872","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","172","2203457593344","139370496","False",,,,"13983744","13983744",,,,,,"0","","True",,
